NumFuncCallTotal,NumFuncCallAccepted,MeanAcceptanceRateSinceStart,MeanAcceptanceRateSinceLastReport,TimeElapsedSinceLastReportInSeconds,TimeElapsedSinceStartInSeconds,TimeRemainedToFinishInSeconds
197999,626,.31594386E-02,.19925310E-04,.90548992E-02,1.8474140,293.26665
198999,627,.31466429E-02,.61310244E-03,.88961124E-02,1.8563101,294.20591
199999,627,.31310309E-02,.24252476E-04,.88338852E-02,1.8651440,295.60599
200999,627,.31154972E-02,.87695456E-05,.88810921E-02,1.8740251,297.01355
201999,627,.31036799E-02,.72842262E-03,.89628696E-02,1.8829880,298.43407
202999,627,.30884925E-02,.20644700E-04,.88801384E-02,1.8918681,299.84148
203999,628,.30783873E-02,.10270490E-02,.90088844E-02,1.9008770,300.78654
204999,628,.30635401E-02,.34726219E-04,.89600086E-02,1.9098370,302.20434
205999,628,.30491078E-02,.90491835E-04,.88789463E-02,1.9187160,303.60930
206999,628,.30345180E-02,.29038697E-04,.89452267E-02,1.9276612,305.02476
207999,631,.30301869E-02,.21336499E-02,.89848042E-02,1.9366460,304.98031
208999,632,.30206688E-02,.10409147E-02,.89859962E-02,1.9456320,305.90753
209999,632,.30069720E-02,.14435378E-03,.90332031E-02,1.9546652,307.32780
210999,632,.29927739E-02,.11197004E-04,.92208385E-02,1.9638860,308.77757
211999,632,.29789717E-02,.66725128E-04,.89600086E-02,1.9728460,310.18634
212999,632,.29657325E-02,.15902989E-03,.90439320E-02,1.9818900,311.60829
213999,632,.29527396E-02,.18527257E-03,.88779926E-02,1.9907680,313.00416
214999,632,.29395611E-02,.11937327E-03,.89862347E-02,1.9997542,314.41705
215999,632,.29268293E-02,.18949426E-03,.88877678E-02,2.0086420,315.81445
216999,632,.29137369E-02,.85789446E-04,.88582039E-02,2.0175002,317.20721
217999,633,.29005505E-02,.39119759E-04,.89409351E-02,2.0264411,318.10643
218999,637,.29041551E-02,.36899474E-02,.90749264E-02,2.0355160,317.51174
219999,639,.28984830E-02,.16562961E-02,.88191032E-02,2.0443351,317.88291
220999,640,.28900827E-02,.10420260E-02,.88129044E-02,2.0531480,318.75123
221999,641,.28832137E-02,.13651865E-02,.88970661E-02,2.0620451,319.62986
222999,642,.28752645E-02,.11105451E-02,.88980198E-02,2.0709431,320.50587
223999,645,.28720834E-02,.21626910E-02,.88729858E-02,2.0798161,320.37229
224999,648,.28706837E-02,.25571637E-02,.88579655E-02,2.0886741,320.23757
225999,649,.28629023E-02,.11120837E-02,.89910030E-02,2.0976651,321.11729
226999,650,.28540371E-02,.85051496E-03,.88219643E-02,2.1064870,321.96844
227999,654,.28530451E-02,.26278672E-02,.89809895E-02,2.1154680,321.35059
228999,657,.28503659E-02,.22395063E-02,.91061592E-02,2.1245742,321.25049
229999,659,.28470088E-02,.20782501E-02,.90339184E-02,2.1336081,321.63090
230999,662,.28461235E-02,.26425013E-02,.88999271E-02,2.1425080,321.49919
231999,663,.28391617E-02,.12309949E-02,.88610649E-02,2.1513691,322.33869
232999,663,.28269873E-02,.25221793E-05,.88498592E-02,2.1602190,323.66466
233999,663,.28150352E-02,.30214087E-04,.90091228E-02,2.1692281,325.01449
234999,664,.28061041E-02,.71623571E-03,.88949203E-02,2.1781230,325.85245
235999,664,.27946944E-02,.11343378E-03,.88460445E-02,2.1869690,327.17584
236999,664,.27831415E-02,.56654268E-04,.90050697E-02,2.1959741,328.52302
237999,664,.27714882E-02,.96779337E-05,.89349747E-02,2.2049091,329.85971
238999,664,.27600319E-02,.33451305E-04,.88970661E-02,2.2138062,331.19073
239999,664,.27485652E-02,.80270454E-05,.88968277E-02,2.2227030,332.52172
240999,664,.27373422E-02,.43840563E-04,.90041161E-02,2.2317071,333.86876
241999,665,.27307132E-02,.11331138E-02,.90050697E-02,2.2407122,334.70849
242999,665,.27205535E-02,.26193027E-03,.88908672E-02,2.2496030,336.03657
243999,665,.27097143E-02,.75807048E-04,.89230537E-02,2.2585261,337.36946
244999,665,.26989709E-02,.77582765E-04,.90970993E-02,2.2676232,338.72834
245999,665,.26881053E-02,.26039259E-04,.88877678E-02,2.2765110,340.05596
246999,665,.26777558E-02,.13180422E-03,.88880062E-02,2.2853990,341.38362
247999,665,.26672380E-02,.69338815E-04,.93710423E-02,2.2947700,342.78343
248999,665,.26566567E-02,.32501970E-04,.92511177E-02,2.3040211,344.16532
249999,665,.26486592E-02,.65728958E-03,.89240074E-02,2.3129451,345.49835
250999,666,.26387958E-02,.17295333E-03,.89290142E-02,2.3218741,346.30788
251999,670,.26414763E-02,.33142819E-02,.90780258E-02,2.3309522,345.57236
252999,675,.26450130E-02,.35362646E-02,.89988708E-02,2.3399510,344.31946
253999,681,.26632945E-02,.72885053E-02,.89991093E-02,2.3489501,342.57765
254999,681,.26538333E-02,.25068388E-03,.88679790E-02,2.3578181,343.87098
255999,683,.26531657E-02,.24829292E-02,.90589523E-02,2.3668771,344.17442
256999,685,.26493442E-02,.16710373E-02,.89039803E-02,2.3757811,344.45357
257999,685,.26393763E-02,.77634110E-04,.88601112E-02,2.3846412,345.73816
258999,686,.26346360E-02,.14116638E-02,.89437962E-02,2.3935850,346.52551
259999,686,.26246213E-02,.30802614E-04,.90291500E-02,2.4026141,347.83268
260999,686,.26147068E-02,.36951363E-04,.88958740E-02,2.4115100,349.12056
