NumFuncCallTotal,NumFuncCallAccepted,MeanAcceptanceRateSinceStart,MeanAcceptanceRateSinceLastReport,TimeElapsedSinceLastReportInSeconds,TimeElapsedSinceStartInSeconds,TimeRemainedToFinishInSeconds
229999,584,.25798032E-02,.61178874E-02,.90839863E-02,2.2056060,375.46665
230999,586,.25823239E-02,.31620981E-02,.88160038E-02,2.2144220,375.67329
231999,591,.25867736E-02,.36146491E-02,.88789463E-02,2.2233009,373.96975
232999,593,.25852857E-02,.22400874E-02,.88040829E-02,2.2321050,374.17684
233999,595,.25783531E-02,.96306003E-03,.88219643E-02,2.2409270,374.38546
234999,603,.25995799E-02,.75666360E-02,.89659691E-02,2.2498930,370.86668
235999,608,.26128227E-02,.57248600E-02,.88701248E-02,2.2587631,369.24832
236999,612,.26162420E-02,.34232029E-02,.91388226E-02,2.2679019,368.30430
237999,614,.26131437E-02,.18788474E-02,.89380741E-02,2.2768400,368.54400
238999,625,.26434511E-02,.98565807E-02,.90141296E-02,2.2858541,363.45080
239999,633,.26645186E-02,.76996305E-02,.89218616E-02,2.2947760,360.22907
240999,638,.26692694E-02,.38094602E-02,.88551044E-02,2.3036311,358.76707
241999,640,.26663500E-02,.19627767E-02,.88109970E-02,2.3124421,359.00663
242999,645,.26785792E-02,.56380402E-02,.89318752E-02,2.3213739,357.58156
243999,652,.27047641E-02,.90676655E-02,.89759827E-02,2.3303499,355.08528
244999,656,.27114942E-02,.43536177E-02,.90260506E-02,2.3393760,354.27281
245999,663,.27390239E-02,.94837868E-02,.88660717E-02,2.3482420,351.83608
246999,675,.27681294E-02,.99280463E-02,.90649128E-02,2.3573070,346.87335
247999,686,.28055871E-02,.12057607E-01,.89769363E-02,2.3662839,342.57306
248999,687,.28016875E-02,.18345824E-02,.88560581E-02,2.3751400,343.35120
249999,700,.28302038E-02,.99307325E-02,.90401173E-02,2.3841801,338.21297
250999,707,.28438674E-02,.62597578E-02,.89118481E-02,2.3930919,336.09233
251999,715,.28650806E-02,.81895816E-02,.92220306E-02,2.4023139,333.58565
252999,717,.28648844E-02,.28154385E-02,.88090897E-02,2.4111230,333.86824
253999,720,.28673225E-02,.34841558E-02,.88610649E-02,2.4199841,333.68892
254999,722,.28630792E-02,.17852815E-02,.88529587E-02,2.4288371,333.97519
255999,724,.28608533E-02,.22932554E-02,.88799000E-02,2.4377170,334.26352
256999,725,.28561849E-02,.16610864E-02,.88279247E-02,2.4465449,335.00792
257999,725,.28461798E-02,.27486412E-03,.87590218E-02,2.4553039,336.20730
258999,730,.28542624E-02,.49395805E-02,.90961456E-02,2.4644001,335.12465
259999,736,.28658706E-02,.58723650E-02,.92849731E-02,2.4736850,333.62482
260999,741,.28693354E-02,.37701997E-02,.88899136E-02,2.4825749,332.54778
261999,742,.28645880E-02,.16255162E-02,.88701248E-02,2.4914451,333.28282
262999,745,.28622186E-02,.22414314E-02,.88469982E-02,2.5002921,333.10938
263999,747,.28579001E-02,.17221303E-02,.92008114E-02,2.5094929,333.43333
264999,749,.28568585E-02,.25818763E-02,.91791153E-02,2.5186720,333.75262
265999,749,.28470356E-02,.24399686E-03,.88989735E-02,2.5275710,334.93184
266999,750,.28394684E-02,.82660131E-03,.91469288E-02,2.5367179,335.69233
267999,751,.28379060E-02,.24207430E-02,.88520050E-02,2.5455699,336.41181
268999,753,.28353413E-02,.21480062E-02,.88551044E-02,2.5544250,336.67864
269999,755,.28303624E-02,.14910379E-02,.88438988E-02,2.5632689,336.94255
270999,759,.28344389E-02,.39350774E-02,.90200901E-02,2.5722890,336.33272
271999,767,.28501333E-02,.71033069E-02,.92029572E-02,2.5814919,333.98851
272999,768,.28482002E-02,.23223965E-02,.89070797E-02,2.5903990,334.70114
273999,769,.28429925E-02,.14213018E-02,.91550350E-02,2.5995541,335.44389
274999,774,.28480533E-02,.42347119E-02,.91288090E-02,2.6086829,334.43045
275999,776,.28454874E-02,.21398748E-02,.88651180E-02,2.6175480,334.69534
276999,779,.28455765E-02,.28701503E-02,.88810921E-02,2.6264291,334.52750
277999,781,.28419223E-02,.18297302E-02,.88479519E-02,2.6352770,334.78816
278999,781,.28320065E-02,.75410201E-04,.87690353E-02,2.6440461,335.90219
279999,782,.28272530E-02,.15010478E-02,.91300011E-02,2.6531761,336.62765
280999,783,.28212250E-02,.11333879E-02,.88438988E-02,2.6620200,337.31499
281999,783,.28128260E-02,.45269932E-03,.89960098E-02,2.6710160,338.45491
282999,783,.28032965E-02,.11599258E-03,.88250637E-02,2.6798410,339.57317
283999,785,.27997889E-02,.18071323E-02,.90789795E-02,2.6889200,339.84866
284999,790,.28090122E-02,.54284402E-02,.89318752E-02,2.6978519,338.80239
285999,790,.28013699E-02,.62331730E-03,.89421272E-02,2.7067940,339.92536
286999,790,.27934777E-02,.53630470E-03,.89740753E-02,2.7157681,341.05235
287999,798,.28028693E-02,.54982566E-02,.89337826E-02,2.7247019,338.71664
288999,799,.28005919E-02,.21447141E-02,.87749958E-02,2.7334769,339.37877
289999,799,.27912283E-02,.85149287E-04,.87480545E-02,2.7422249,340.46490
290999,807,.28082515E-02,.77449465E-02,.90420246E-02,2.7512670,338.17401
291999,816,.28281509E-02,.86188755E-02,.90420246E-02,2.7603090,335.51285
292999,818,.28276379E-02,.26778402E-02,.89609623E-02,2.7692699,335.77229
293999,818,.28186476E-02,.18448122E-03,.88789463E-02,2.7781489,336.84885
294999,818,.28096081E-02,.15200138E-03,.88059902E-02,2.7869549,337.91658
295999,818,.28006520E-02,.15862275E-03,.87771416E-02,2.7957320,338.98080
296999,819,.27956673E-02,.13201960E-02,.88000298E-02,2.8045321,339.62917
297999,827,.28067605E-02,.61014378E-02,.88689327E-02,2.8134010,337.38019
298999,828,.28025626E-02,.15515938E-02,.87759495E-02,2.8221769,338.02045
299999,832,.28033104E-02,.30269032E-02,.88250637E-02,2.8310020,337.43366
300999,833,.28003332E-02,.19071831E-02,.89910030E-02,2.8399930,338.09554
301999,833,.27913487E-02,.87027837E-04,.87928772E-02,2.8487859,339.14232
302999,834,.27865872E-02,.13486076E-02,.88591576E-02,2.8576450,339.78564
303999,836,.27812712E-02,.11705117E-02,.88038445E-02,2.8664489,340.01021
304999,846,.27958738E-02,.72350626E-02,.91071129E-02,2.8755560,337.02468
305999,848,.27970055E-02,.31421797E-02,.88241100E-02,2.8843801,337.25478
306999,849,.27930406E-02,.15797686E-02,.88109970E-02,2.8931911,337.88315
307999,850,.27903646E-02,.19688469E-02,.88839531E-02,2.9020751,338.51852
308999,855,.27982160E-02,.52164483E-02,.91028214E-02,2.9111779,337.57746
309999,857,.27981792E-02,.27868098E-02,.89001656E-02,2.9200780,337.81248
310999,857,.27904935E-02,.40792738E-03,.88708401E-02,2.9289489,338.83871
311999,861,.27919678E-02,.32504553E-02,.89280605E-02,2.9378769,338.27896
