Cost k_stress k_i V_S3 K_m1 K_P2 V_S4 K_m2 K_P3 V_S5 K_m3 K_d1 K_d2 K_d3 n1 n2 K_b G_tot V_S2 K1 K_d5
1.260248166981138382e+02 1.489249097518843534e+01 1.617707296564298902e+00 3.005069337408118546e+00 2.000000000000000000e+00 7.421452908970514351e+00 1.484008320957744154e+00 1.278353371553223039e-01 1.199999999999999956e+00 1.000000000000000021e-03 3.941954054334349811e-02 5.000000000000000104e-03 1.000000000000000021e-02 3.699358395545359057e-01 5.185580463655495187e+00 5.569231814165245709e+00 5.000000000000000278e-02 2.795208865017194455e+00 6.995840820428549101e-02 3.603722286155682797e-01 8.999999999999999667e-02
1.281027441496568429e+02 1.885242504725698609e+01 1.416748462387182883e+00 3.669080567039639362e+00 1.364634248573227016e+00 9.352763449312591959e+00 1.495380188496846952e+00 8.000000000000000167e-02 1.065240066157403076e+00 1.044461590939066778e-03 5.990220441304926202e-02 5.000000000000000104e-03 1.000000000000000021e-02 3.482713152075855856e-01 5.836400161893336325e+00 4.008100875884631265e+00 4.844397510135776269e-02 2.910809005670671912e+00 4.511447585695702728e-02 2.989452369271938248e-01 8.999999999999999667e-02
1.263897792842657566e+02 1.950240044699918585e+01 1.578289659019333602e+00 3.353999739364922128e+00 2.000000000000000000e+00 7.441831720363373037e+00 1.500000000000000000e+00 1.577975814941672550e-01 1.199999999999999956e+00 1.000000000000000021e-03 3.930861249667789992e-02 5.000000000000000104e-03 1.000000000000000021e-02 3.633627585592676401e-01 5.512880678214708396e+00 5.609411169162884292e+00 5.000000000000000278e-02 2.762387534108423637e+00 7.000000000000000666e-02 3.316314692980574796e-01 8.778903901817404487e-02
1.286128807560889982e+02 1.567446622948552992e+01 1.656087591247794588e+00 3.101279066107853311e+00 1.616515868542991674e+00 7.805175230635015282e+00 1.499999841518203647e+00 2.357525997574570209e-01 9.463990564847654108e-01 7.397031392395963037e-03 6.202046206224088448e-02 5.000000000000000104e-03 1.000000000000000021e-02 3.564512762868731754e-01 4.549010977694670999e+00 5.725874155197289816e+00 5.000000000000000278e-02 2.864916668675748124e+00 4.733840735155316753e-02 5.720856052608312980e-01 8.824311762956933702e-02
1.256107473119006386e+02 1.063508886341688431e+01 1.687006201963627383e+00 3.000000146695124048e+00 1.999999990026510854e+00 7.000061011572235259e+00 1.500000000000000000e+00 8.000000000000000167e-02 1.199999999999999956e+00 3.949304100579379730e-03 5.364439379057057977e-02 4.999992439651572938e-03 1.000000000000000021e-02 3.691649137746290665e-01 4.525934051497241484e+00 5.643158918165458893e+00 4.996448153911832446e-02 2.740564981568698766e+00 6.878984262706706876e-02 4.786949765628564779e-01 8.731555513408993663e-02
1.352331052055932332e+02 1.312645277502434915e+01 1.485159451041854428e+00 3.432756754111393693e+00 1.506384395422236233e+00 9.451287457105323142e+00 1.256151909973751701e+00 8.172305581865995094e-01 1.038297435810497271e+00 8.000000000000000167e-03 4.135817152434318605e-02 2.179342170153040440e-03 9.557001865364674748e-03 3.639700149665430207e-01 5.170785799866346899e+00 4.746037698189637055e+00 2.002681474284688165e-02 3.626184937950434506e+00 1.001578018402035641e-02 3.291040636208380499e-01 8.923833911131565100e-02
2.127113812450673720e+02 1.112185017952738875e+01 1.004931577142114119e+00 3.000000000000000000e+00 1.000000000000000000e+00 8.758142344513554889e+00 8.012639940818229167e-01 2.000000000000000000e+00 1.199999999999999956e+00 8.000000000000000167e-03 6.923732942736365858e-02 2.000000000000000042e-03 1.000000000000000021e-02 1.000000000000000056e-01 5.706045700905217011e+00 6.000000000000000000e+00 8.000000000000000167e-03 3.397577607961017154e+00 1.000000000000000021e-02 6.999999999999999556e-01 8.999999999999999667e-02
1.377793006973560637e+02 1.726099953520571262e+01 1.448886819411275839e+00 3.487197607860219151e+00 1.317757715616104885e+00 1.068271059080126406e+01 1.453603857233830121e+00 1.652890785656457862e+00 1.136050494890488149e+00 8.000000000000000167e-03 6.843218171457934873e-02 5.000000000000000104e-03 1.000000000000000021e-02 4.074712302701847255e-01 5.545708673280578260e+00 5.320833037955480016e+00 1.140786989049614834e-02 4.183484453763691491e+00 3.373716300567668885e-02 3.712284858294223056e-01 8.998582578995653614e-02
1.257669974840913483e+02 1.286824733660237818e+01 1.559593156328609176e+00 3.000000000000000000e+00 2.000000000000000000e+00 8.546844596706247188e+00 1.499959294632137841e+00 8.000000000000000167e-02 1.199961686164887853e+00 7.853950227430744543e-03 4.962824925325539510e-02 5.000000000000000104e-03 1.000000000000000021e-02 3.768649748767510799e-01 5.312944191832058571e+00 4.832519064620766969e+00 4.932232762346624999e-02 2.867767268068503572e+00 5.375568595739912275e-02 4.944422509773178098e-01 8.876263877529771973e-02
1.284007857987903094e+02 1.464525981249099651e+01 1.542302428683813620e+00 3.502712226576556898e+00 1.513818322601995447e+00 1.025684946545620058e+01 1.490146948358013868e+00 8.000000000000000167e-02 9.911718860530841502e-01 6.424638825811191875e-03 4.015765339980235243e-02 4.623065505919194546e-03 1.000000000000000021e-02 3.605051950245727888e-01 5.400217733870785075e+00 4.903885550920933589e+00 4.462012919956621915e-02 2.816147203415448441e+00 5.678114172743918553e-02 4.785415049133273091e-01 8.854790196997415486e-02
1.258616446983534871e+02 1.627673052311722302e+01 1.584584706921261743e+00 3.309308393712120822e+00 2.000000000000000000e+00 8.983689864731296382e+00 1.500000000000000000e+00 8.000000000000000167e-02 1.199999999999999956e+00 6.511411029540949483e-03 3.485527515232465789e-02 5.000000000000000104e-03 1.000000000000000021e-02 3.647720849342425131e-01 4.682599985768060691e+00 5.912921040483113622e+00 5.000000000000000278e-02 2.642866051358737867e+00 6.978996460101259680e-02 3.376006649369136525e-01 8.189125297697041894e-02
1.278810329715179535e+02 5.866660593089621401e+00 1.757760883671052765e+00 3.686120837415609586e+00 2.000000000000000000e+00 7.048967209993773686e+00 1.500000000000000000e+00 8.000000000000233313e-02 1.199999999999999956e+00 7.986123278956844956e-03 3.776277885228233877e-02 4.965229901013369640e-03 1.000000000000000021e-02 3.916149053252673817e-01 4.507069067030651688e+00 5.520250259635660406e+00 2.857600056340549657e-02 2.796944754929116428e+00 6.979221324807917404e-02 2.000000000000000111e-01 8.643389854576569165e-02
1.293995666643250502e+02 1.007591157913749669e+01 1.644070717919944968e+00 3.031321604724593222e+00 1.303695171482352810e+00 8.380744968985240462e+00 1.442080192596326249e+00 1.022154505891676168e-01 9.313483656585322956e-01 1.287864079601469189e-03 4.053821118658226114e-02 3.548607531780240566e-03 1.000000000000000021e-02 3.736570435789495770e-01 5.695904119010046784e+00 4.351056801976974420e+00 4.564278853101669253e-02 3.103470025745197258e+00 1.234698713191767147e-02 5.778034704019633372e-01 8.988469301017901203e-02
1.275205094735129308e+02 9.611776687401192731e+00 1.576246618883139883e+00 3.897492292027232352e+00 2.000000000000000000e+00 8.317043432358730115e+00 1.500000000000000000e+00 8.000000000000000167e-02 1.152653270268259922e+00 8.000000000000000167e-03 3.880574322727015080e-02 4.999820196542603679e-03 1.000000000000000021e-02 3.707531251372686576e-01 4.226178252473896002e+00 4.586246483757185466e+00 3.219515072509098602e-02 2.888072252349364266e+00 6.156725505867094439e-02 4.152774437684579878e-01 8.986469124462323488e-02
1.255867198033459005e+02 1.167283122586474953e+01 1.649036522033635155e+00 3.000000000000000000e+00 2.000000000000000000e+00 7.436148024455278005e+00 1.500000000000000000e+00 8.000000000000000167e-02 1.199999999999999956e+00 1.000000000000000021e-03 6.932540478518116334e-02 5.000000000000000104e-03 1.000000000000000021e-02 3.695583493781796069e-01 4.642404230616243410e+00 5.472098305728911427e+00 5.000000000000000278e-02 2.764068430979259805e+00 7.000000000000000666e-02 4.935842110856976661e-01 8.935221824839024996e-02
1.256515427291693214e+02 1.474667628280325715e+01 1.546896807006540975e+00 3.000025540569215998e+00 2.000000000000000000e+00 9.391621662678550919e+00 1.500000000000000000e+00 8.000000000000000167e-02 1.199999999999999956e+00 7.786145127895633712e-03 4.381497808671844241e-02 4.220858838266005296e-03 1.000000000000000021e-02 3.687448438362787573e-01 5.255798367843990349e+00 5.247781365040466994e+00 5.000000000000000278e-02 2.773102762052943149e+00 7.000000000000000666e-02 2.874452061653894885e-01 8.999999999999999667e-02
1.320060760492269196e+02 1.471467410126519759e+01 1.527623577887954553e+00 3.859501999997008159e+00 1.377591127784188130e+00 9.359160628565510009e+00 1.268284793103130248e+00 3.217731620699031403e-01 1.126143907438970526e+00 8.000000000000000167e-03 6.393828832669101736e-02 3.553813839938477995e-03 9.999994325952041296e-03 3.730757991776375015e-01 5.917962445444667985e+00 5.278311722955410623e+00 2.479639931360216529e-02 2.964928825992524608e+00 6.372809316230947096e-02 2.926370041494458230e-01 8.853720697739693446e-02
1.284360582502775401e+02 1.678912067925933727e+01 1.612584061094813004e+00 3.856216368445459342e+00 1.999999997800568696e+00 1.038326308929457475e+01 1.500000000000000000e+00 8.000000000000000167e-02 7.864578182365667969e-01 5.971644914696930088e-03 2.999999999999999889e-02 3.321505061568914667e-03 1.000000000000000021e-02 3.443217449292028109e-01 4.710472799159843404e+00 5.279921921887678060e+00 4.936767585306779671e-02 2.975074940113288324e+00 3.278327955296749668e-02 2.742538619937362476e-01 8.995061172056598164e-02
1.337340733148803906e+02 1.520078193036852632e+01 1.619108906681525184e+00 3.304531454252039424e+00 1.332859268304970923e+00 8.547109229031260469e+00 1.495441027519202715e+00 7.722580940652788994e-01 8.208412638674209560e-01 8.000000000000000167e-03 5.720276839973319205e-02 3.379482684876251690e-03 1.000000000000000021e-02 3.561674751388524962e-01 5.549286327219802750e+00 5.454141978162257764e+00 3.340270094507860610e-02 3.140716084212597181e+00 2.265716444360168016e-02 3.582696203320578920e-01 8.850948508959868843e-02
1.257773393051875246e+02 1.682525440319280463e+01 1.528032867186425392e+00 3.055661563834922045e+00 2.000000000000000000e+00 9.920940819933411703e+00 1.500000000000000000e+00 8.516586956238031414e-02 1.199999999999999956e+00 1.000000000000000021e-03 6.196419279402476388e-02 5.000000000000000104e-03 1.000000000000000021e-02 3.667355218521881066e-01 5.786870865241802164e+00 5.436663595691663353e+00 5.000000000000000278e-02 2.732814738114765163e+00 7.000000000000000666e-02 5.816557404244155904e-01 8.766712522587621903e-02
1.315033023937848498e+02 1.700769818413644074e+01 1.536183114397739802e+00 3.942798402817945469e+00 1.979871053906214318e+00 7.797438094266847308e+00 1.477435738455161518e+00 4.498068923794751317e-01 1.032049201456193277e+00 5.535328080575824608e-03 4.175843770429035762e-02 2.768732533101775275e-03 9.464220026544140768e-03 3.315122373361518715e-01 4.627693873460053453e+00 5.319058457866732148e+00 3.040318350579277254e-02 2.941009540958817947e+00 3.319062416658107029e-02 4.942051141661868985e-01 7.788504600478199369e-02
1.266623384470813534e+02 1.215216208987369484e+01 1.496500033223924442e+00 3.542179964774077483e+00 2.000000000000000000e+00 9.464221789400628637e+00 1.500000000000000000e+00 8.000000000000000167e-02 1.199999999999999956e+00 7.519276068904751781e-03 4.830234858237467122e-02 5.000000000000000104e-03 1.000000000000000021e-02 3.679530221798911205e-01 5.708304637473022858e+00 4.562185210487158749e+00 3.852877277736335010e-02 2.826793732406425175e+00 6.488014177787432279e-02 4.068109514588507669e-01 8.994976597837460452e-02
1.339797268369751464e+02 1.000628084693352982e+01 1.600023591195152139e+00 3.392221536100005874e+00 1.634954802029178422e+00 8.375091360151001751e+00 1.492516654981699720e+00 7.813812481933807286e-01 1.101518029517278841e+00 5.363927849516447743e-03 7.195008333785220256e-02 2.692902321760816831e-03 8.887817012227234095e-03 3.889363301739072742e-01 4.650157814461872263e+00 5.495991732925045170e+00 1.797243235863753980e-02 3.316875605317879838e+00 4.834046114630533714e-02 5.648439578446746712e-01 8.692704701245124177e-02
1.268139489510294595e+02 1.237937449493919218e+01 1.458195937567910327e+00 3.861559111655395338e+00 2.000000000000000000e+00 8.703167124059515203e+00 1.499813042680973707e+00 8.000000000000000167e-02 1.199960897263761428e+00 1.055106929011393737e-03 4.829067971783559260e-02 4.997889551660147402e-03 1.000000000000000021e-02 3.664084502881627126e-01 4.335576484640841777e+00 4.000336773327701323e+00 3.655661846455803693e-02 2.955756863404202406e+00 4.995233860466438691e-02 2.712841786682539946e-01 8.999995013765484109e-02
1.257232278425154561e+02 1.619662917242667888e+01 1.495397763209569408e+00 3.000000000000000000e+00 2.000000000000000000e+00 1.076320319643555123e+01 1.500000000000000000e+00 8.000000000000000167e-02 1.199999999999999956e+00 7.621907301346997517e-03 3.000143145743978251e-02 5.000000000000000104e-03 1.000000000000000021e-02 3.701982708176586589e-01 5.113273182899979119e+00 5.146915299643116448e+00 4.922839839642301207e-02 2.772304338677984425e+00 7.000000000000000666e-02 3.252640861217946933e-01 8.999999999999999667e-02
1.257968612384739799e+02 9.259024336229249030e+00 1.683735198557125834e+00 3.000000000000000000e+00 2.000000000000000000e+00 7.000000000000000000e+00 1.500000000000000000e+00 8.000000000000000167e-02 1.199999999999999956e+00 7.999999063449237877e-03 2.999999999999999889e-02 5.000000000000000104e-03 1.000000000000000021e-02 3.684824361428340467e-01 5.930921087724135177e+00 5.355655687227264039e+00 4.624137452903684387e-02 2.775396346523423929e+00 6.984839050159960538e-02 6.095645903459815385e-01 8.999948363924141492e-02
1.256028073060959827e+02 1.078532778082032451e+01 1.693850501645773221e+00 3.000000000000000000e+00 2.000000000000000000e+00 7.000000000000000000e+00 1.500000000000000000e+00 8.000000000000000167e-02 1.199999999999999956e+00 1.000000000000000021e-03 3.633653753430821087e-02 5.000000000000000104e-03 1.000000000000000021e-02 3.690930809232082499e-01 4.582139755476987375e+00 5.862900259694888483e+00 5.000000000000000278e-02 2.708673341796520084e+00 7.000000000000000666e-02 3.378109038145868381e-01 8.608613508062575026e-02
1.263399744095309813e+02 1.763020005481378760e+01 1.461165635231801652e+00 3.680943562627570831e+00 2.000000000000000000e+00 1.040243681178954915e+01 1.500000000000000000e+00 8.000000000000000167e-02 1.199999999999999956e+00 7.555442252487084946e-03 4.171593349207077667e-02 3.839066299677325843e-03 1.000000000000000021e-02 3.614857425607109209e-01 5.167639393811396253e+00 4.949579004059128984e+00 4.329805330527757706e-02 2.726863808699907743e+00 7.000000000000000666e-02 6.881158160260389955e-01 8.655085731230739710e-02
1.256163031600535902e+02 1.071492492286511222e+01 1.700536035233179755e+00 3.000000000000000000e+00 2.000000000000000000e+00 7.000000000000000000e+00 1.500000000000000000e+00 8.000000000000000167e-02 1.199999999999999956e+00 1.000000000000000021e-03 4.329672630139870526e-02 5.000000000000000104e-03 1.000000000000000021e-02 3.690064542249090196e-01 5.146044316740691293e+00 5.998880522517866076e+00 5.000000000000000278e-02 2.688613477785965156e+00 7.000000000000000666e-02 2.714367993769963849e-01 8.488948799109134746e-02
2.122059083773913244e+02 1.993829391995848255e+01 7.535925962269560685e-01 3.923076067686045665e+00 1.000000000000000000e+00 1.040698078310772523e+01 6.337376276426821553e-01 1.853082099439932184e+00 1.199999999999999956e+00 8.000000000000000167e-03 5.103537248544385424e-02 2.000000000000000042e-03 1.000000000000000021e-02 1.000000000000000056e-01 5.160286792340261997e+00 6.000000000000000000e+00 1.237219597408082891e-02 2.130665856185736118e+00 1.000000000000000021e-02 5.710852685101345250e-01 8.999999999999999667e-02
1.259171588359836846e+02 1.485383561106469053e+01 1.504773964741064951e+00 3.169895208476106951e+00 2.000000000000000000e+00 9.678203357380009919e+00 1.500000000000000000e+00 8.000000000000000167e-02 1.199999999998130784e+00 8.000000000000000167e-03 4.697843488993429240e-02 4.999289723038568764e-03 1.000000000000000021e-02 3.690901384496492188e-01 5.068697175827227674e+00 4.859485742620997861e+00 4.771683841765299305e-02 2.812817088260812337e+00 6.484553349443215875e-02 4.100808596705166065e-01 8.999999999999999667e-02
2.120146137539592814e+02 1.257604557182624561e+01 1.008496806721377537e+00 3.000000000000000000e+00 1.000000000000000000e+00 1.014564456388568381e+01 7.643458756630652218e-01 1.802573913279112539e+00 1.199999999999999956e+00 8.000000000000000167e-03 3.808365456131646704e-02 2.000000000000000042e-03 1.000000000000000021e-02 1.000000000000000056e-01 4.907788349139907247e+00 6.000000000000000000e+00 8.000000000000000167e-03 3.510596235849001268e+00 1.000000000000000021e-02 6.999999999999999556e-01 8.999999999999999667e-02
2.137322505416643708e+02 1.649512281637772659e+01 9.958835747272474226e-01 3.851232449906092370e+00 1.024503645329933210e+00 1.012508665921075490e+01 7.482909216992749135e-01 1.515999764418074269e+00 1.199999999999999956e+00 1.000000000000000021e-03 4.973791466290286567e-02 2.000000000000000042e-03 9.999547173105707842e-03 1.000000000000000056e-01 4.071221585675951715e+00 5.966656368733955773e+00 8.104731312581372679e-03 3.497182194311272863e+00 1.000000000000000021e-02 3.894441495263661901e-01 8.999999999999999667e-02
1.288865902281631293e+02 7.917690120591152514e+00 1.664856885850413803e+00 3.306343321871942909e+00 1.633180165987577315e+00 8.039200434541431406e+00 1.299601269931473846e+00 8.000000000000000167e-02 1.118575941577217625e+00 8.000000000000000167e-03 6.759092664670297845e-02 5.000000000000000104e-03 1.000000000000000021e-02 3.793228508670716814e-01 5.737949685942238531e+00 5.073823338762023738e+00 3.420116929506972908e-02 2.902921246915366016e+00 5.404002348390953697e-02 6.665294690215894935e-01 8.986707450032964395e-02
1.272525813181198657e+02 6.850627821616956048e+00 1.662534314649965594e+00 3.000000027119217094e+00 2.000000000000000000e+00 8.782956689340030820e+00 1.500000000000000000e+00 8.000000000000000167e-02 1.187157140131034572e+00 7.999988934465698809e-03 3.285078299364500853e-02 2.000217428605286125e-03 1.000000000000000021e-02 3.878454325042330342e-01 5.174846617313356489e+00 5.443592413941209962e+00 3.583032953957896588e-02 2.752711795864961619e+00 7.000000000000000666e-02 5.944690462540400677e-01 8.866986361651574278e-02
1.256962140160687511e+02 1.470739185664509741e+01 1.564749028526422503e+00 3.164851500106638849e+00 2.000000000000000000e+00 8.399065151689645958e+00 1.500000000000000000e+00 8.000000000000000167e-02 1.199999999999999956e+00 1.000000000000000021e-03 4.520418905189474423e-02 5.000000000000000104e-03 1.000000000000000021e-02 3.642376084728174424e-01 5.780391178048174261e+00 5.157933108023151192e+00 5.000000000000000278e-02 2.781725912203183881e+00 6.997485767102835930e-02 4.588843158867463856e-01 8.999999999999999667e-02
1.274672010100379680e+02 1.083615333457786534e+01 1.668266976912324617e+00 3.000000000000000000e+00 2.000000000000000000e+00 1.007603418201946610e+01 1.500000000000000000e+00 8.000000000000000167e-02 8.931717680224617872e-01 7.189749552500853715e-03 7.305555010412184691e-02 4.998910204521515681e-03 1.000000000000000021e-02 3.701173531508444858e-01 4.619766719256956478e+00 5.531759551891935800e+00 4.874396006778058954e-02 2.925706583982912612e+00 3.913765757400755607e-02 2.725324685561201221e-01 8.974274016839507706e-02
1.259287524671198497e+02 1.775304629863392947e+01 1.562416498220466465e+00 3.612453140510785587e+00 2.000000000000000000e+00 8.202289800358046890e+00 1.500000000000000000e+00 8.000000000000000167e-02 1.199999999999999956e+00 1.000000000000000021e-03 7.189289992614102121e-02 5.000000000000000104e-03 1.000000000000000021e-02 3.604511921524798934e-01 5.774139714420988945e+00 5.455666575727986078e+00 5.000000000000000278e-02 2.693004567617104605e+00 7.000000000000000666e-02 4.347427982084617892e-01 8.473942705227544003e-02
1.342477735740128821e+02 5.411075617004618366e+00 1.764191225003915564e+00 3.660200592505338690e+00 1.298008147568053161e+00 8.803127843786755946e+00 1.188526181916621072e+00 4.133022826568029662e-01 1.111255138212433602e+00 2.843358094027190371e-03 6.216918570570144353e-02 5.000000000000000104e-03 1.000000000000000021e-02 4.390893705299314664e-01 5.735559367412509602e+00 5.783786370262595788e+00 1.188488766562481418e-02 3.886205631910726321e+00 4.575336780778904711e-02 4.911719020012191850e-01 8.999999999999999667e-02
1.313188505777608270e+02 1.022035508425897099e+01 1.682989304326436786e+00 3.317222647863192986e+00 1.209302214400885811e+00 7.809030400052558107e+00 1.500000000000000000e+00 2.907325289450207184e-01 1.032277422177089621e+00 8.000000000000000167e-03 5.715917346564945017e-02 5.000000000000000104e-03 1.000000000000000021e-02 3.684555746376429464e-01 4.693726698725043889e+00 5.919371584612507675e+00 3.127230234646376922e-02 2.739103738083513040e+00 6.522673778903266550e-02 3.996391891254014728e-01 8.255585468314483033e-02
1.274923240047721009e+02 1.053112561277679049e+01 1.566824357014945379e+00 3.108866824171524712e+00 1.527189139571068610e+00 9.319481810391859966e+00 1.500000000000000000e+00 8.000000000000000167e-02 1.199950852168809590e+00 8.000000000000000167e-03 3.732939403570995768e-02 4.490522364764631090e-03 1.000000000000000021e-02 3.700333024990539177e-01 5.558336085127556281e+00 5.052309833278269657e+00 3.982565841914809807e-02 2.692913178486355363e+00 7.000000000000000666e-02 3.308737270462587254e-01 8.550901046199900490e-02
1.260176774811788221e+02 1.810821955945786854e+01 1.508251598007090966e+00 3.053899126997128732e+00 2.000000000000000000e+00 9.289037003467367271e+00 1.496288182733247041e+00 1.224232152431073972e-01 1.199999999999999956e+00 1.000000000000000021e-03 6.200869330477186414e-02 5.000000000000000104e-03 1.000000000000000021e-02 3.734282791329961992e-01 5.214545255336777707e+00 5.066482958894718003e+00 5.000000000000000278e-02 2.848419384328189530e+00 6.176787484903772940e-02 2.744561669785154367e-01 8.984812047221786557e-02
1.381181930276687240e+02 1.877604026167263385e+01 1.483644108914955018e+00 3.819100068489399646e+00 1.539389067430301239e+00 9.492408417036399371e+00 8.906013864421433723e-01 1.059830646776588781e+00 1.185051732852159256e+00 3.867928673576261252e-03 5.019053023947005199e-02 2.399987439710698101e-03 9.969238315266993125e-03 3.563718396094568974e-01 4.319251379876690500e+00 5.760219206773249390e+00 1.488354226964844207e-02 3.993047794626602975e+00 1.349291039659858416e-02 5.781144733537054714e-01 8.999674124503051487e-02
1.258956178883843222e+02 1.900092708685247800e+01 1.410368387943374158e+00 3.261560989380425823e+00 2.000000000000000000e+00 1.099980680877443717e+01 1.500000000000000000e+00 8.000000000000000167e-02 1.199999999999999956e+00 1.553479588720799078e-03 7.929281199661011859e-02 4.980417578444388746e-03 1.000000000000000021e-02 3.666651414054833413e-01 4.331731759807758486e+00 4.537570520738112734e+00 4.878273731975530519e-02 2.862024331414977141e+00 5.803238152919097670e-02 6.167439061992618932e-01 8.999892888876943886e-02
1.266409842360327218e+02 6.329508787962919492e+00 1.742216229346459588e+00 3.000000000000000000e+00 2.000000000000000000e+00 7.000000000000000000e+00 1.500000000000000000e+00 8.000000000000000167e-02 1.199993800341816019e+00 1.066469609047777933e-03 6.921208349152586925e-02 2.000000000000000042e-03 1.000000000000000021e-02 3.786676031279233579e-01 5.305514722390964444e+00 5.624535080621392069e+00 3.842792126566570154e-02 2.738980922887521263e+00 6.982611975654981484e-02 4.878233161134519213e-01 8.780161465385935560e-02
1.267211492959917791e+02 1.725907522787626291e+01 1.417156869827757237e+00 3.058801217209934364e+00 1.586828575121505214e+00 1.078880709431961371e+01 1.500000000000000000e+00 8.000072182874061466e-02 1.199999999999999956e+00 8.000000000000000167e-03 3.172670993999676670e-02 4.781398421400751171e-03 1.000000000000000021e-02 3.663010867505956947e-01 4.506864342618570163e+00 4.443498052284724054e+00 5.000000000000000278e-02 2.813972076570365299e+00 3.638385967363670648e-02 6.468317524365688742e-01 7.971146557410763167e-02
1.282897328928014247e+02 7.264806356382758956e+00 1.590569901395382457e+00 3.917895474561421398e+00 1.994407586525327236e+00 9.046831190979093051e+00 1.499999999990429878e+00 8.000000000000000167e-02 1.199999999999999956e+00 1.017861796770274654e-03 3.556602962761369613e-02 2.000000000000000042e-03 1.000000000000000021e-02 3.931615952633885080e-01 5.432112549094867404e+00 4.398929894899367810e+00 2.687601627659857648e-02 2.967915310098524273e+00 4.851393427869100244e-02 2.705477960214123234e-01 8.510457557047328148e-02
1.288254138507000448e+02 7.600248410313244385e+00 1.809560367920965307e+00 3.547938399024594958e+00 1.999999999999022782e+00 8.345853361569671947e+00 1.500000000000000000e+00 8.000000000000000167e-02 7.807332526061158129e-01 7.956726032204892302e-03 6.255301080180755702e-02 3.470783644059733785e-03 1.000000000000000021e-02 3.588871280248289719e-01 4.266817202347763960e+00 5.794174146599906372e+00 4.097986965549808153e-02 2.984217788566849716e+00 3.443446602077860491e-02 6.303944612195938602e-01 8.955649142641299021e-02
1.255831063155044092e+02 1.095388089946395560e+01 1.656950076615940404e+00 3.000000000000000000e+00 2.000000000000000000e+00 7.000000000000000000e+00 1.500000000000000000e+00 8.000000000000000167e-02 1.199999999999999956e+00 7.611567227643212079e-03 3.002076317379035950e-02 5.000000000000000104e-03 1.000000000000000021e-02 3.681442086269381408e-01 5.879188909411349862e+00 5.161685494240011884e+00 5.000000000000000278e-02 2.826043318989023057e+00 6.299753170933458657e-02 4.637757554409265293e-01 8.999999999999999667e-02
1.282594711940070340e+02 1.966012142385251238e+01 1.458979561061613639e+00 3.022500642612228727e+00 1.892678745472732960e+00 1.067928409151689095e+01 1.423291901446805285e+00 1.921903217042161272e-01 1.092871766879503381e+00 8.000000000000000167e-03 3.473443317817102166e-02 2.001367041639575458e-03 1.000000000000000021e-02 3.420414968108902443e-01 4.827660431934778451e+00 5.034793331504209490e+00 4.706189276834315399e-02 2.879920548830929405e+00 2.855111713608992491e-02 5.589837239244045408e-01 7.921740606830902920e-02
1.305631592690883735e+02 6.323167555078530455e+00 1.720058248631228137e+00 3.786479142740233783e+00 1.639713813514229734e+00 9.777088544840026429e+00 1.214827397721248925e+00 8.000000000000000167e-02 1.052406802344800774e+00 6.755325469862588465e-03 5.998940752446968450e-02 5.000000000000000104e-03 1.000000000000000021e-02 4.027693245244855502e-01 5.080939777698096904e+00 5.746262834812867482e+00 2.344618494411213408e-02 3.037480349365477394e+00 5.892828328315682929e-02 5.308007995660189993e-01 8.997943130002523937e-02
1.332264921868461727e+02 8.524656446419779599e+00 1.472647584872598170e+00 3.535320061170970085e+00 1.579383414845518141e+00 1.062118709370867720e+01 1.234439400488831273e+00 3.858564519123931502e-01 1.137477048933748680e+00 7.996868046402498889e-03 4.403464673448281158e-02 4.999999949184412255e-03 1.000000000000000021e-02 4.120303427138673480e-01 4.638853709546634896e+00 4.071061124255169972e+00 1.674617808757901741e-02 3.871070964414099702e+00 1.000000000000000021e-02 3.235435864182929500e-01 8.999999999999999667e-02
1.284704656054484531e+02 1.049804224312872236e+01 1.711976389479985539e+00 3.466659118757935421e+00 2.000000000000000000e+00 9.533343856807823258e+00 1.500000000000000000e+00 8.000000000000000167e-02 7.830738593528026037e-01 2.837702515013813820e-03 6.029286476928580329e-02 2.000000000000000042e-03 1.000000000000000021e-02 3.489771455678200018e-01 4.379672356275515099e+00 5.473113318715839171e+00 4.617233480483931563e-02 2.989165946589582568e+00 2.920076595747116491e-02 5.419912642997628538e-01 8.952351920863815815e-02
1.272365177897260082e+02 8.331745186490273625e+00 1.668184136127211170e+00 3.582300601089052794e+00 2.000000000000000000e+00 7.910512862687624214e+00 1.500000000000000000e+00 8.000000000000000167e-02 1.199999999999999956e+00 5.421740795281775743e-03 4.263311186632272320e-02 2.000174283655576420e-03 1.000000000000000021e-02 3.744922726848578520e-01 5.296696623863703657e+00 5.610831403896852088e+00 3.466453200158711029e-02 2.682061651913226097e+00 6.372405707291825538e-02 2.417629182881534389e-01 7.977699452070442787e-02
1.259594299343776953e+02 1.292840244420183815e+01 1.498262921505582046e+00 3.001820176837775023e+00 2.000000000000000000e+00 9.822586135254296025e+00 1.500000000000000000e+00 8.000000000000000167e-02 1.199999998249259736e+00 3.902450893948882817e-03 3.000025263797642672e-02 5.000000000000000104e-03 1.000000000000000021e-02 3.672982667288471892e-01 4.353587577094913286e+00 4.695355647721687120e+00 4.575547363866180883e-02 2.846791156911518073e+00 5.918509477964452314e-02 4.094797477205688874e-01 8.999999999999999667e-02
