Cost k_stress k_i V_S3 K_m1 K_P2 V_S4 K_m2 K_P3 V_S5 K_m3 K_d1 K_d2 K_d3 n1 n2 K_b G_tot V_S2 K1 K_d5
1.366504877282759765e+02 1.362727397949539743e+01 1.599112667420562905e+00 3.569438628936425051e+00 1.236421283749423505e+00 7.936167932206357634e+00 1.354819081834174543e+00 1.203254704167895373e+00 9.618398119784626887e-01 7.904751465988839321e-03 5.387566160692803391e-02 2.000000000000000042e-03 9.851094407454802013e-03 3.662048141792340061e-01 5.457892322261534090e+00 5.482521328331415589e+00 1.929588143209708465e-02 3.513562956015118477e+00 2.908878138454352655e-02 3.531887757520056348e-01 8.954385940377246333e-02
1.305189427429799593e+02 1.985756475622193662e+01 1.641194548318345658e+00 3.540748091832678579e+00 1.703141633503723495e+00 9.580941118213766927e+00 1.500000000000000000e+00 3.436680991507573557e-01 7.387437708881176013e-01 8.000000000000000167e-03 4.434506621588073932e-02 5.000000000000000104e-03 1.000000000000000021e-02 3.442146479013241667e-01 4.742629676503738345e+00 5.823205214207527902e+00 4.773606066401068354e-02 2.997042662616851150e+00 3.159332779120826301e-02 4.150818209575729001e-01 8.999999999999999667e-02
1.284520150264084464e+02 8.962428845791514220e+00 1.648887676735548924e+00 3.885143639128297188e+00 1.907440121750610951e+00 7.887043546930667226e+00 1.402746363804924012e+00 8.000000000000000167e-02 1.022730555372421080e+00 7.282065478036839172e-03 5.557445501556495387e-02 4.573790192326324458e-03 1.000000000000000021e-02 3.614017928818217262e-01 5.461427934684170538e+00 4.707447476663067398e+00 3.415417525759973510e-02 2.995414299736016694e+00 4.102697400747071232e-02 5.125053135104605806e-01 8.899683155092451281e-02
1.277045471005176154e+02 1.715540766926729788e+01 1.560599168730354647e+00 3.435593500499081188e+00 1.300876691378881400e+00 7.358508025044001144e+00 1.499631274636393119e+00 1.253402345773522442e-01 1.199999999999999956e+00 1.000000000000000021e-03 6.107514845091387840e-02 5.000000000000000104e-03 1.000000000000000021e-02 3.614614983940352411e-01 5.613417927915841155e+00 5.050279623631355186e+00 4.993443609576769110e-02 2.692190593260607834e+00 6.994460631525485639e-02 3.213789675478319618e-01 8.576357758356763228e-02
2.148044115526103894e+02 8.165311440972905288e+00 9.556682494862093202e-01 3.557465504302748105e+00 1.000000000000000000e+00 9.866642997568067841e+00 7.408914757184172917e-01 2.000000000000000000e+00 1.199999999999999956e+00 6.389480838512273837e-03 5.576612015970322522e-02 2.000000000000000042e-03 1.000000000000000021e-02 1.000000000000000056e-01 4.080480931981171011e+00 6.000000000000000000e+00 8.001656456039639431e-03 3.048993287977771249e+00 1.000000000000000021e-02 5.903816926619460670e-01 8.999999999999999667e-02
1.258775849823508679e+02 1.290057134893309687e+01 1.463592877474481746e+00 3.000000000000000000e+00 2.000000000000000000e+00 9.001733756316482982e+00 1.500000000000000000e+00 8.000000000000000167e-02 1.199999999999999956e+00 3.320052520603241925e-03 6.815330138945503713e-02 4.346339963718183659e-03 1.000000000000000021e-02 3.716116089753163654e-01 4.683718704814502587e+00 4.000000000000000000e+00 4.818903595825423103e-02 3.061928516199315720e+00 2.766971191431487689e-02 3.832681005144755737e-01 8.986799562016355158e-02
1.283807056586291537e+02 1.134079303693833651e+01 1.699925356766703644e+00 3.243176810388370246e+00 1.900913521844436183e+00 9.317892341572896697e+00 1.430479959364775455e+00 8.000000000000000167e-02 8.021553627931982122e-01 8.000000000000000167e-03 4.522377668544903806e-02 2.000250254029260159e-03 1.000000000000000021e-02 3.556524523715784425e-01 5.697623108070584586e+00 5.222753162753398293e+00 4.989257480853514365e-02 3.086143057564545877e+00 1.019695416873993982e-02 5.462643730836830303e-01 8.953518797511059168e-02
1.324882551684104612e+02 6.982288545078812803e+00 1.731715654927153958e+00 3.136116086257202618e+00 1.376905337058345946e+00 8.805553275407586256e+00 1.280659365907976799e+00 2.712185703927078584e-01 9.414474547752725853e-01 6.467109818710565887e-03 5.487059356102157864e-02 4.578248941619121257e-03 8.704055309541498808e-03 3.692337911885029689e-01 4.932112155864254888e+00 5.854176461290476752e+00 2.901899945984414905e-02 2.969025086501949406e+00 1.562002994999299454e-02 3.674636006898647222e-01 7.333978205964186703e-02
1.336333905305922372e+02 1.509434345244347853e+01 1.500682722608559061e+00 3.775717818400558645e+00 1.915525682709610544e+00 8.632052967506190555e+00 1.141763022437987329e+00 7.351283848413022737e-01 1.142305949501646989e+00 8.000000000000000167e-03 4.151359374753947618e-02 5.000000000000000104e-03 1.000000000000000021e-02 3.897915048760289825e-01 5.287421099698243587e+00 5.132426075828377066e+00 2.044242142522826808e-02 3.582791076485285942e+00 1.691913801705261997e-02 5.262777143886248066e-01 8.967182374863011396e-02
1.293385510929794862e+02 6.838762555686457745e+00 1.733643554546208998e+00 3.628554153986645936e+00 2.000000000000000000e+00 8.270881652866810541e+00 1.279104939512496930e+00 8.000000000000000167e-02 9.697420063523872757e-01 1.865111435106413815e-03 3.511526187652044134e-02 4.994005137568277228e-03 9.999999924097679321e-03 3.767751564557629829e-01 4.259113298456743912e+00 5.206612340723963506e+00 3.355029838849341722e-02 3.072719313144022024e+00 2.136137110524964980e-02 2.416207505626562224e-01 8.577110585724612157e-02
1.259594380147202344e+02 1.778565828851236574e+01 1.454264893936661585e+00 3.000342863296214801e+00 2.000000000000000000e+00 9.668406723128853741e+00 1.499572876850322922e+00 1.148811312677217866e-01 1.199999656192304753e+00 1.000567937184245956e-03 7.447480088917562968e-02 5.000000000000000104e-03 1.000000000000000021e-02 3.684128137504998901e-01 4.705459074472876146e+00 4.551828827185845583e+00 5.000000000000000278e-02 2.947751062890699103e+00 4.755099146457713449e-02 4.716979822082623119e-01 8.999999999999999667e-02
1.262944121498847068e+02 1.912083599159468150e+01 1.412652371681904828e+00 3.365472496271737057e+00 2.000000000000000000e+00 1.051288122017628623e+01 1.496254147613410357e+00 8.101160620959496628e-02 1.171722450883533773e+00 7.814118110265467002e-03 5.460453182359988750e-02 5.000000000000000104e-03 1.000000000000000021e-02 3.560457439679772240e-01 5.111035338042538179e+00 4.463409110721497264e+00 5.000000000000000278e-02 2.866750527206820109e+00 2.732107892843602809e-02 2.984600828904848124e-01 7.851370812829241985e-02
1.257218015411158945e+02 1.718692336844179636e+01 1.432236481743310419e+00 3.000000000000000000e+00 2.000000000000000000e+00 1.090071085891416480e+01 1.500000000000000000e+00 8.000000000000000167e-02 1.199999999999999956e+00 1.000000000000000021e-03 6.124834302129915364e-02 5.000000000000000104e-03 1.000000000000000021e-02 3.703018635792231783e-01 5.337407603340480478e+00 4.554622545223281804e+00 5.000000000000000278e-02 2.896694904497557843e+00 5.228735808311881644e-02 3.941310532425482682e-01 8.999999999999999667e-02
1.336630508351698268e+02 1.653969404590686665e+01 1.479548640002073867e+00 3.147632650683328315e+00 1.975644806817952182e+00 8.052216093287080767e+00 1.295668457078827940e+00 8.214415836043638119e-01 1.134064365882748948e+00 5.351549882489355613e-03 5.018984598659367163e-02 5.000000000000000104e-03 1.000000000000000021e-02 3.494898126876135880e-01 5.767786148735122964e+00 5.337532900739922148e+00 2.168265594676927963e-02 3.417211709288311194e+00 2.961429113934647972e-02 3.563053352274553331e-01 8.983577461255784491e-02
1.273833576086990007e+02 1.858676304406685276e+01 1.559666245078770164e+00 3.089769690746992925e+00 1.975139696153464408e+00 8.372992747159882398e+00 1.500000000000000000e+00 2.147108175604793834e-01 1.038492504118254223e+00 7.923256220546355533e-03 5.323327323571357822e-02 5.000000000000000104e-03 1.000000000000000021e-02 3.616516834299763894e-01 4.672435287305041207e+00 5.104196561033678137e+00 5.000000000000000278e-02 2.991573976869830176e+00 3.853675501656999430e-02 6.966282517959632159e-01 8.988042468598070323e-02
1.264622618308687549e+02 1.375517605677403843e+01 1.555304015627998915e+00 3.370206700161732627e+00 1.940283055295872083e+00 9.784827844287212528e+00 1.500000000000000000e+00 8.000000000000000167e-02 1.199998631763331991e+00 6.114583053965971272e-03 4.513186069146870455e-02 4.999970211695911951e-03 1.000000000000000021e-02 3.607162672893777233e-01 4.251488903117231821e+00 5.598695122139993430e+00 4.321660202369416448e-02 2.638432657745076515e+00 7.000000000000000666e-02 5.987235859097667090e-01 8.151431892639469934e-02
1.269058415169464809e+02 1.144509032618030453e+01 1.638551894673883291e+00 3.481785721050541849e+00 2.000000000000000000e+00 8.070221555771187383e+00 1.499998850845111864e+00 8.000000000000000167e-02 1.064756882279552785e+00 3.707501671183054213e-03 4.746973568019612760e-02 2.000000000000000042e-03 1.000000000000000021e-02 3.555254155468480781e-01 4.228308894588449718e+00 5.313363894093072304e+00 4.462237734795527350e-02 2.787936103145276512e+00 6.636086172250908743e-02 6.605741280987474928e-01 8.999999987146295455e-02
1.269719893239322062e+02 1.150844256758382578e+01 1.448698905879343579e+00 3.032584406952220757e+00 1.665520551787013304e+00 9.775301921486811096e+00 1.500000000000000000e+00 8.000000000000000167e-02 1.199999999999999956e+00 8.000000000000000167e-03 5.837935764844293107e-02 2.000000000000000042e-03 1.000000000000000021e-02 3.695264718755568722e-01 4.771758267732211678e+00 4.054068487368740925e+00 4.204822226097246901e-02 2.923270965155048806e+00 4.595879749236539413e-02 6.955416107785341584e-01 8.952505200641105998e-02
2.103857424862965786e+02 1.849192883791529596e+01 9.697895488691298249e-01 3.822391158246890353e+00 1.000000000000000000e+00 1.018682860917967226e+01 7.841141985061859110e-01 2.000000000000000000e+00 1.199999999999999956e+00 8.000000000000000167e-03 2.999999999999999889e-02 2.000000000000000042e-03 1.000000000000000021e-02 1.000000000000000056e-01 4.946408517253591874e+00 6.000000000000000000e+00 8.000000000000000167e-03 3.432022806118897318e+00 1.000000000000000021e-02 6.999999999999999556e-01 8.999999999999999667e-02
1.256721525821261594e+02 1.520510254012715379e+01 1.507273944857604242e+00 3.000000000000000000e+00 2.000000000000000000e+00 9.612118942637929209e+00 1.500000000000000000e+00 8.000000000000000167e-02 1.199999999999999956e+00 1.000000000000000021e-03 5.280003841560947792e-02 5.000000000000000104e-03 1.000000000000000021e-02 3.698633125867406002e-01 5.711344939721649361e+00 4.862322637584376217e+00 5.000000000000000278e-02 2.843575133673647670e+00 6.009106248601851774e-02 3.163716207708003325e-01 8.999999999999999667e-02
1.285589686455643346e+02 6.410417562158214011e+00 1.687038692003389739e+00 3.875484687791430183e+00 2.000000000000000000e+00 8.954760939381079865e+00 1.500000000000000000e+00 8.000000000000000167e-02 1.199999999999999956e+00 2.966013087600566974e-03 6.991076547795671559e-02 3.090980196803239186e-03 1.000000000000000021e-02 3.993308988982779417e-01 5.202099217721191771e+00 5.500354529557618832e+00 2.557144974804771709e-02 2.787121576864808770e+00 6.959726094174581434e-02 5.627699525914713341e-01 8.354662450543873242e-02
2.168471192705099782e+02 1.749374087899656161e+01 7.188863799319316072e-01 3.453011104111102014e+00 1.000015000243438479e+00 1.036453649692094103e+01 8.514973694852765451e-01 2.000000000000000000e+00 1.199999999999999956e+00 1.000000000000000021e-03 6.775569644584789053e-02 2.302180046122185957e-03 9.956563571659653514e-03 1.000000000000000056e-01 4.207200732298415957e+00 5.989489441580250428e+00 1.312403486280669905e-02 2.000000000000000000e+00 1.000000000000000021e-02 6.999999999999999556e-01 8.999999999999999667e-02
1.270786551792099459e+02 8.906214591898377719e+00 1.553552167107865811e+00 3.018975580847448548e+00 1.999994302005937419e+00 1.032832182880524385e+01 1.500000000000000000e+00 8.000000000000000167e-02 1.197220563930454507e+00 7.973156874383408033e-03 4.490060938123850015e-02 2.069096135662021850e-03 1.000000000000000021e-02 3.696046574295233644e-01 4.704066707258604652e+00 5.109398550484226753e+00 3.675342152785171512e-02 2.744373019457905460e+00 7.000000000000000666e-02 4.398030440230062954e-01 8.824118713469257524e-02
1.321665757259832503e+02 1.419546463636080524e+01 1.528385870431153926e+00 3.286103659207985306e+00 1.590270537883827329e+00 8.846405965540141025e+00 1.500000000000000000e+00 5.656862791541800162e-01 9.418637218539337441e-01 8.000000000000000167e-03 4.850085350558682590e-02 4.379360738916034806e-03 1.000000000000000021e-02 3.635269625832783236e-01 4.881449852746332141e+00 4.805309843230419986e+00 2.978969129762474785e-02 3.221917773173728072e+00 2.577148180906255887e-02 4.077886110365187555e-01 8.999961972656360387e-02
1.369001262886553150e+02 1.657340908051082096e+01 1.582308083020035561e+00 3.986762094794907618e+00 1.552660009470515634e+00 8.728206787451501469e+00 1.465282816875720817e+00 1.675079242097815113e+00 9.280872073006094514e-01 4.991944024366879937e-03 3.699637451689065382e-02 4.998783165075613467e-03 1.000000000000000021e-02 3.708281710874895554e-01 5.581059216390701572e+00 5.942091396909051859e+00 1.658505899893370980e-02 3.680056094299623215e+00 2.352123486461407675e-02 3.149378236035925704e-01 8.681090537658694983e-02
1.262168703133166048e+02 1.367612568781549420e+01 1.561058389813934522e+00 3.357371961600984278e+00 1.986973335638053673e+00 9.290190153511892035e+00 1.500000000000000000e+00 8.000000000000000167e-02 1.199999999999999956e+00 8.000000000000000167e-03 5.446104583985502540e-02 5.000000000000000104e-03 1.000000000000000021e-02 3.636718968391716711e-01 5.699558988363495615e+00 5.463107205478033634e+00 4.442040816249583080e-02 2.676941644330820491e+00 6.999743612637851498e-02 5.548030781015996782e-01 8.400365543209420416e-02
1.330899992009408948e+02 1.399487155706870567e+01 1.576507421788140517e+00 3.419846219676457189e+00 1.311708021483727338e+00 8.757832674845785093e+00 1.119941998452015586e+00 4.250419051392067549e-01 1.120692424944991661e+00 8.000000000000000167e-03 4.115689205007747736e-02 5.000000000000000104e-03 1.000000000000000021e-02 3.897731655428861575e-01 4.402398457521368158e+00 5.739642165860667333e+00 2.584692796013021709e-02 3.050172842787211458e+00 5.414894552772998859e-02 2.526503596085972747e-01 8.997030434793754083e-02
1.258179370751008719e+02 1.613972158959893122e+01 1.575278345413483327e+00 3.250036015441637893e+00 2.000000000000000000e+00 9.088383375440862721e+00 1.500000000000000000e+00 8.000000000000000167e-02 1.199999999999999956e+00 1.000000000000000021e-03 6.108930659258442197e-02 5.000000000000000104e-03 1.000000000000000021e-02 3.656911135241168176e-01 4.473043793463237883e+00 5.778748318265519934e+00 5.000000000000000278e-02 2.665829525807885680e+00 7.000000000000000666e-02 3.107602206666377764e-01 8.342312177362003200e-02
1.268007322771961611e+02 1.219597381131427127e+01 1.511780861963970102e+00 3.445440411793012636e+00 1.999999975516088879e+00 1.031834661236197448e+01 1.500000000000000000e+00 8.000000000000000167e-02 1.199999999999999956e+00 8.000000000000000167e-03 5.986311863464630761e-02 2.217528122993828524e-03 1.000000000000000021e-02 3.691686838926190872e-01 4.635373242212852851e+00 4.984539381758324339e+00 3.898472168223782869e-02 2.733445155460404230e+00 6.234297910968069484e-02 2.491988511943161178e-01 8.335583423796966152e-02
1.257451858086407981e+02 1.664480571279118948e+01 1.417744135720304888e+00 3.000000000000000000e+00 2.000000000000000000e+00 1.053834461976035541e+01 1.500000000000000000e+00 8.000000000000000167e-02 1.199999999999999956e+00 7.747073807002511844e-03 3.614256008106981471e-02 5.000000000000000104e-03 1.000000000000000021e-02 3.702527822325395457e-01 5.540777565296380658e+00 4.295527000563012621e+00 5.000000000000000278e-02 2.966134795568178717e+00 4.222195259327061329e-02 4.279247485189776046e-01 8.999999999999999667e-02
1.257572698027622380e+02 1.612089798316019085e+01 1.463693489649351642e+00 3.000000000000000000e+00 2.000000000000000000e+00 1.073851465932071925e+01 1.500000000000000000e+00 8.000000000000000167e-02 1.199999999999999956e+00 4.120802415126807727e-03 4.348478308846491502e-02 5.000000000000000104e-03 1.000000000000000021e-02 3.703697966133498443e-01 5.115601479065355228e+00 4.775003222807089109e+00 4.906825267677386582e-02 2.842524943067028964e+00 5.996856040207352440e-02 3.111574219124634832e-01 8.999999999999999667e-02
